id,ACTION
1,0.8617409338503449
2,0.9808191747423841
3,0.9596170313130759
4,0.9772493720690809
5,0.9957215677532402
6,0.9703530353960074
7,0.97970589754539394
8,0.9975294790896942
9,0.9400392160148651
10,0.9657029050363102
11,0.8255718694247807
12,0.9371070472692765
13,0.9242658598380786
14,0.9079911937571924
15,0.9654850351744204
16,0.9903570921608731
17,0.9113231070593021
18,0.9049545252179565
19,0.9745611913833786
20,0.9276985873754585
21,0.9972277950256108
22,0.9866831774381357
23,0.8732037668201549
24,0.9578061061443286
25,0.9495973871200257
26,0.8897167707520663
27,0.9826587416239791
28,0.8842174033102174
29,0.9721285322086165
30,0.9660040718788735
31,0.9624522504890387
32,0.9193540374971128
33,0.961951219360745
34,0.97970589754539394
35,0.9624522504890387
36,0.9506321151690829
37,0.9764742350388129
38,0.9916263638333879
39,0.8992650751143026
40,0.9735415487811068
41,0.9108288102685539
42,0.909862382143066
43,0.9721583923286641
44,0.9864837434558644
45,0.9335644957900497
46,0.9125058957860082
47,0.9794301254799904
48,0.9538172026446311
49,0.9990173131563805
50,0.9665009557192393
51,0.9966795930245628
52,0.96465190993389
53,0.9878223925882759
54,0.9705035356549295
55,0.9198617596259585
56,0.8617409338503449
57,0.9840252964242721
58,0.9878563938303576
59,0.9654268694498491
60,0.909862382143066
61,0.9422998974961948
62,0.9793463398807446
63,0.9636995451916898
64,0.9692535528645414
65,0.9950472773382645
66,0.9860382246837657
67,0.9041216224904254
68,0.9687865908027816
69,0.9274219036764508
70,0.7782745962080923
71,0.9233820202482201
72,0.9768609280339492
73,0.9495973871200257
74,0.9725861043321814
75,0.9794301254799904
76,0.9732913219553578
77,0.9677299835556149
78,0.9403994607776079
79,0.9428229685113556
80,0.9908352059611736
81,0.9619762244056919
82,0.9669057330195686
83,0.9613820997061518
84,0.9740541138006874
85,0.9068594106860609
86,0.9176618826842321
87,0.8882658621099191
88,0.9669576591522693
89,0.9527695457677727
90,0.9515890389370157
91,0.9193540374971128
92,0.9696302138335555
93,0.9869143306880807
94,0.796820152715357
95,0.955252680431579
96,0.9249739988313959
97,0.8255718694247807
98,0.9960015294201587
99,0.9860382246837657
100,0.9309758920801955
101,0.8992613750598077
102,0.9477779487537827
103,0.9481168429066128
104,0.9400392160148651
105,0.8442626494609203
106,0.9921758469034623
107,0.987731337618339
108,0.9022702300210252
109,0.9737767711035099
110,0.9616687163876618
111,0.8255718694247807
112,0.960432801772067
113,0.907657263460059
114,0.9349696923872505
115,0.9649782531328394
116,0.9624522504890387
117,0.9624522504890387
118,0.9190228959061287
119,0.9963868325894892
120,0.936773271221627
121,0.9515890389370157
122,0.9434409653771171
123,0.8731688913336677
124,0.9902877879079164
125,0.9428229685113556
126,0.9354507394788943
127,0.8698541665634472
128,0.838840295287318
129,0.904951434804036
130,0.9686391108590121
131,0.9856058109222894
132,0.9739905258885625
133,0.9049545252179565
134,0.904951434804036
135,0.9687865908027816
136,0.9274219036764508
137,0.9725861043321814
138,0.9434409653771171
139,0.9249739988313959
140,0.9596170313130759
141,0.9852152513211204
142,0.9511465445091669
143,0.9702175130705245
144,0.9705035356549295
145,0.9860382246837657
146,0.8356504405387503
147,0.8671809766769447
148,0.858759594940535
149,0.9878563938303576
150,0.960012046136031
151,0.9696302138335555
152,0.9403994607776079
153,0.9800668528759143
154,0.9022702300210252
155,0.8985947197745006
156,0.9421462967832412
157,0.9068594106860609
158,0.9627467492849501
159,0.9902534827525267
160,0.9677299835556149
161,0.8698541665634472
162,0.9687865908027816
163,0.9665009557192393
164,0.8762927329849852
165,0.9654268694498491
166,0.9794301254799904
167,0.9452680000369945
168,0.9452680000369945
169,0.9699453534241402
170,0.9904423674371294
171,0.9696302138335555
172,0.9214675082797179
173,0.977999376621442
174,0.9607364295042358
175,0.9241405461522703
176,0.9817278164017116
177,0.9538172026446311
178,0.9890742742542665
179,0.994172713016682
180,0.8671809766769447
181,0.877235196509568
182,0.9686391108590121
183,0.9640476328074266
184,0.9559333829941038
185,0.9768609280339492
186,0.9332776450026378
187,0.9781602336470945
188,0.9538172026446311
189,0.9434409653771171
190,0.9817278164017116
191,0.9687865908027816
192,0.9249739988313959
193,0.9817278164017116
194,0.9333754748021662
195,0.9477779487537827
196,0.9860382246837657
197,0.9607946520941708
198,0.9158845940511924
199,0.9768609280339492
200,0.796820152715357
201,0.9430342143060529
202,0.9474740381548866
203,0.8196646771080841
204,0.9452680000369945
205,0.9918663810569244
206,0.9389271379385357
207,0.9809019853312297
208,0.9481168429066128
209,0.9711602171230421
210,0.9873670696481052
211,0.9757135069566284
212,0.838840295287318
213,0.9671773314289912
214,0.9350934018787781
215,0.9548950599395855
216,0.9669986058540687
217,0.9266152203278318
218,0.9592447730463393
219,0.9365553680742282
220,0.9292829583779525
221,0.8777919383661019
222,0.9955370318250523
223,0.9515890389370157
224,0.9400392160148651
225,0.97970589754539394
226,0.9274219036764508
227,0.8504272854642257
228,0.9635503329614258
229,0.9748860382246408
230,0.9904948053186571
231,0.9481168429066128
232,0.9293852615190494
233,0.9068594106860609
234,0.9697348889051691
235,0.9741368679437827
236,0.8815355645463051
237,0.9669057330195686
238,0.9725861043321814
239,0.8255718694247807
240,0.9624522504890387
241,0.9654268694498491
242,0.8617409338503449
243,0.911013094438459
244,0.9022702300210252
245,0.9358813156780468
246,0.9978932978186758
247,0.9580498319978428
248,0.9063230663742889
249,0.9729515850376989
250,0.9848890411920663
251,0.9906691692567526
252,0.9579978716153748
253,0.9657857058178181
254,0.9823405526682529
255,0.9853566218722992
256,0.9654268694498491
257,0.9514245939780547
258,0.9249739988313959
259,0.9500632170265602
260,0.9817278164017116
261,0.9860382246837657
262,0.9495973871200257
263,0.9594989187375224
264,0.9687865908027816
265,0.982625830030291
266,0.9481168429066128
267,0.9624522504890387
268,0.9703530353960074
269,0.9729515850376989
270,0.980671307650107
271,0.9850362731649116
272,0.9499101934413459
273,0.9856378568032022
274,0.9908773498913104
275,0.9817278164017116
276,0.909862382143066
277,0.9870192799408527
278,0.9568019379232613
279,0.9511465445091669
280,0.9022702300210252
281,0.9957215677532402
282,0.9814089247384719
283,0.9515890389370157
284,0.9274219036764508
285,0.9607946520941708
286,0.960680922477418
287,0.9971671411281072
288,0.9428229685113556
289,0.9048503777864866
290,0.982625830030291
291,0.8160300651805301
292,0.9596170313130759
293,0.9748860382246408
294,0.9639981802273344
295,0.976024851841615
296,0.796820152715357
297,0.8289418604100585
298,0.976024851841615
299,0.8255718694247807
300,0.9860382246837657
301,0.9515890389370157
302,0.9477779487537827
303,0.8565109104774882
304,0.9049545252179565
305,0.9596170313130759
306,0.9548950599395855
307,0.9068594106860609
308,0.9968859790644076
309,0.9125058957860082
310,0.9715790514634877
311,0.9948427323284639
312,0.8908164693286382
313,0.9669057330195686
314,0.9249739988313959
315,0.9853566218722992
316,0.9814461502645212
317,0.8317229854868281
318,0.9858468921100578
319,0.907657263460059
320,0.9910824737887431
321,0.9687865908027816
322,0.8255718694247807
323,0.9687865908027816
324,0.9624022110261307
325,0.9624022110261307
326,0.9479955641108854
327,0.9957019372845338
328,0.9635503329614258
329,0.9216098675971114
330,0.980671307650107
331,0.9627467492849501
332,0.9309758920801955
333,0.9838330912307003
334,0.8815355645463051
335,0.9845592955750913
336,0.9481168429066128
337,0.9613820997061518
338,0.960012046136031
339,0.9222393951063322
340,0.904951434804036
341,0.9798254448629173
342,0.9725861043321814
343,0.95093773445909
344,0.9365553680742282
345,0.9994210859559111
346,0.927335541881756
347,0.8933016028158921
348,0.9708911385035006
349,0.9975901080016226
350,0.9860382246837657
351,0.8879436856569904
352,0.9984938152043384
353,0.9644430867049926
354,0.9408315043295196
355,0.965370165818732
356,0.9641150175567559
357,0.9022702300210252
358,0.9354322668721462
359,0.9725861043321814
360,0.9494531688488356
361,0.9698977983059155
362,0.9623421049766485
363,0.9641150175567559
364,0.8442626494609203
365,0.9747502886967614
366,0.9607946520941708
367,0.9284119912630622
368,0.9687865908027816
369,0.9049545252179565
370,0.9609421423415594
371,0.9643385648772209
372,0.9607946520941708
373,0.8289418604100585
374,0.9639981802273344
375,0.7978400253781874
376,0.9794301254799904
377,0.8289418604100585
378,0.9480958635363186
379,0.9817278164017116
380,0.9049545252179565
381,0.8289418604100585
382,0.9538172026446311
383,0.9993045376561932
384,0.909862382143066
385,0.8942554574653312
386,0.9748860382246408
387,0.9873142331743107
388,0.9013907138261031
389,0.8934420487637932
390,0.9643385648772209
391,0.9808191747423841
392,0.9977061192860616
393,0.9602364316077758
394,0.978545792626804
395,0.9049545252179565
396,0.9926110888750339
397,0.9860382246837657
398,0.9365553680742282
399,0.9828558241438142
400,0.9515890389370157
401,0.9721285322086165
402,0.976024851841615
403,0.9785294916834444
404,0.9748860382246408
405,0.9817278164017116
406,0.8781079923505791
407,0.912348999191392
408,0.9748860382246408
409,0.9643385648772209
410,0.9354322668721462
411,0.9930791364553985
412,0.9049545252179565
413,0.8160300651805301
414,0.9354507394788943
415,0.9687865908027816
416,0.9438218552451957
417,0.9531082060074305
418,0.8902580438268682
419,0.9736159582945967
420,0.8850343521694306
421,0.9923526186571336
422,0.9079911937571924
423,0.904951434804036
424,0.784400430181452
425,0.958057963259888
426,0.9860382246837657
427,0.972596258711217
428,0.927447539362615
429,0.864276609268147
430,0.9704926293495445
431,0.9477779487537827
432,0.9618910654728293
433,0.9481168429066128
434,0.8255718694247807
435,0.9796271064462211
436,0.9982104786280143
437,0.9575752438472641
438,0.8139589149775884
439,0.8908164693286382
440,0.9403994607776079
441,0.9596170313130759
442,0.9687865908027816
443,0.9293852615190494
444,0.9627467492849501
445,0.82559681857719
446,0.9832715232773791
447,0.8160300651805301
448,0.9868430692406025
449,0.9856378568032022
450,0.8963409655492539
451,0.8317229854868281
452,0.927447539362615
453,0.9480044218051509
454,0.9312354103868943
455,0.9735415487811068
456,0.9768609280339492
457,0.9904395561120407
458,0.9481879020619095
459,0.9495973871200257
460,0.9515890389370157
461,0.82559681857719
462,0.9909206028831814
463,0.9280487151726514
464,0.9654268694498491
465,0.9827521392729383
466,0.980671307650107
467,0.7807807676680447
468,0.9162164921772005
469,0.8933016028158921
470,0.9480958635363186
471,0.9868326402848198
472,0.9695609665186911
473,0.9703915965775626
474,0.9428229685113556
475,0.9591654721680674
476,0.9048503777864866
477,0.9527695457677727
478,0.9624522504890387
479,0.9909206028831814
480,0.9515890389370157
481,0.9515890389370157
482,0.7361913947455626
483,0.9817278164017116
484,0.9725861043321814
485,0.9687865908027816
486,0.9452680000369945
487,0.904951434804036
488,0.9494612135771219
489,0.9705035356549295
490,0.9452680000369945
491,0.9538172026446311
492,0.9495973871200257
493,0.8139589149775884
